,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,Description,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,queue,department,submittedphoto,closedphoto,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,source
561,28835,212035460,613,,LARCENY SHOPLIFTING,D4,170,0,5/28/21 18:46,2021,5,Friday,18,,WORCESTER SQ,42.33614948,-71.07406908,"(42.3361494840666, -71.0740690814775)",,,,,,,,,,,,,,,,,,,,,,,,,,
562,28844,212035449,3006,,SICK/INJURED/MEDICAL - PERSON,D4,145,0,5/28/21 18:25,2021,5,Friday,18,,MASSACHUSETTS AVE,42.34243945,-71.0844553,"(42.3424394483042, -71.0844552992046)",,,,,,,,,,,,,,,,,,,,,,,,,,
563,28866,212035421,1402,,VANDALISM,D4,168,0,5/28/21 17:17,2021,5,Friday,17,,HARRISON AVE,42.33698515,-71.07258823,"(42.3369851520409, -71.0725882320579)",,,,,,,,,,,,,,,,,,,,,,,,,,
564,28906,212035371,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,155,0,5/28/21 13:48,2021,5,Friday,13,,W SPRINGFIELD ST,42.34041441,-71.08031699,"(42.3404144060798, -71.0803169945157)",,,,,,,,,,,,,,,,,,,,,,,,,,
565,28943,212035316,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,271,0,5/28/21 10:53,2021,5,Friday,10,,E LENOX ST,42.33437384,-71.07793188,"(42.3343738410124, -71.0779318799532)",,,,,,,,,,,,,,,,,,,,,,,,,,
566,28975,212035276,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,270,0,5/27/21 12:30,2021,5,Thursday,12,,MASSACHUSETTS AVE,42.33421942,-71.07434616,"(42.3342194178955, -71.0743461570786)",,,,,,,,,,,,,,,,,,,,,,,,,,
567,28987,212035256,617,,LARCENY THEFT FROM BUILDING,D4,273,0,5/28/21 0:50,2021,5,Friday,0,,MASSACHUSETTS AVE,42.33899339,-71.08008595,"(42.3389933922745, -71.0800859481575)",,,,,,,,,,,,,,,,,,,,,,,,,,
568,29021,212035197,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,5/27/21 19:50,2021,5,Thursday,19,,,42.33648003,-71.07321494,"(42.3364800302407, -71.0732149427835)",,,,,,,,,,,,,,,,,,,,,,,,,,
569,29036,212035178,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,271,0,5/27/21 19:30,2021,5,Thursday,19,,E LENOX ST,42.33437384,-71.07793188,"(42.3343738410124, -71.0779318799532)",,,,,,,,,,,,,,,,,,,,,,,,,,
570,29044,212035169,423,,ASSAULT - AGGRAVATED,D4,270,0,5/27/21 17:36,2021,5,Thursday,17,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)",,,,,,,,,,,,,,,,,,,,,,,,,,
571,29056,212035153,3502,,MISSING PERSON - LOCATED,D4,271,0,5/27/21 18:40,2021,5,Thursday,18,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)",,,,,,,,,,,,,,,,,,,,,,,,,,
572,29115,212035084,301,,ROBBERY,D4,172,0,5/27/21 14:50,2021,5,Thursday,14,,ALBANY ST,42.33318449,-71.07393881,"(42.333184490912, -71.0739388100238)",,,,,,,,,,,,,,,,,,,,,,,,,,
573,29125,212035071,1402,,VANDALISM,D4,156,0,5/27/21 13:17,2021,5,Thursday,13,,MASSACHUSETTS AVE,42.33828866,-71.07908476,"(42.3382886564083, -71.0790847633429)",,,,,,,,,,,,,,,,,,,,,,,,,,
574,29144,212035043,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,5/27/21 12:45,2021,5,Thursday,12,,,42.333606,-71.07338005,"(42.333606002892, -71.0733800542936)",,,,,,,,,,,,,,,,,,,,,,,,,,
575,29185,212034999,3410,,TOWED MOTOR VEHICLE,D4,171,0,5/27/21 9:59,2021,5,Thursday,9,,HARRISON AVE,42.33534529,-71.07462805,"(42.3353452901489, -71.0746280491227)",,,,,,,,,,,,,,,,,,,,,,,,,,
576,29188,212034996,520,,BURGLARY - RESIDENTIAL,D4,271,0,5/25/21 15:00,2021,5,Tuesday,15,,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.3354820018339, -71.0758644934091)",,,,,,,,,,,,,,,,,,,,,,,,,,
577,29229,212034946,423,,ASSAULT - AGGRAVATED,A1,171,1,5/27/21 5:03,2021,5,Thursday,5,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)",,,,,,,,,,,,,,,,,,,,,,,,,,
578,29234,212034938,3005,,SICK ASSIST,D4, ,0,5/27/21 2:45,2021,5,Thursday,2,,,42.34064797,-71.08174797,"(42.340647968512, -71.0817479739454)",,,,,,,,,,,,,,,,,,,,,,,,,,
579,29236,212034931,3115,,INVESTIGATE PERSON,D4, ,0,5/27/21 0:00,2021,5,Thursday,0,,PARMELEE ST,42.33594141,-71.07669081,"(42.3359414065263, -71.0766908140481)",,,,,,,,,,,,,,,,,,,,,,,,,,
580,29265,212034883,3115,,INVESTIGATE PERSON,D4, ,0,5/26/21 18:35,2021,5,Wednesday,18,,,42.33660299,-71.075862,"(42.3366029934299, -71.0758620045763)",,,,,,,,,,,,,,,,,,,,,,,,,,
581,29271,212034877,617,,LARCENY THEFT FROM BUILDING,D4,270,0,5/19/21 18:00,2021,5,Wednesday,18,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)",,,,,,,,,,,,,,,,,,,,,,,,,,
582,29344,212034791,2610,,TRESPASSING,D4,270,0,5/26/21 15:32,2021,5,Wednesday,15,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)",,,,,,,,,,,,,,,,,,,,,,,,,,
583,29396,212034730,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,5/26/21 12:27,2021,5,Wednesday,12,,,42.33645001,-71.07702795,"(42.3364500076483, -71.077027948585)",,,,,,,,,,,,,,,,,,,,,,,,,,
584,29490,212034618,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,170,0,5/26/21 0:42,2021,5,Wednesday,0,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)",,,,,,,,,,,,,,,,,,,,,,,,,,
585,29573,212034516,619,,LARCENY ALL OTHERS,D4, ,0,5/25/21 12:12,2021,5,Tuesday,12,,W SPRINGFIELD ST,42.33795319,-71.0774931,"(42.337953188461, -71.077493096854)",,,,,,,,,,,,,,,,,,,,,,,,,,
586,29626,212034450,3005,,SICK ASSIST,D4,179,0,5/25/21 13:10,2021,5,Tuesday,13,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)",,,,,,,,,,,,,,,,,,,,,,,,,,
587,29711,212034326,423,,ASSAULT - AGGRAVATED,D4,170,0,5/24/21 20:00,2021,5,Monday,20,,WASHINGTON ST,42.33721215,-71.07597603,"(42.3372121541099, -71.0759760325963)",,,,,,,,,,,,,,,,,,,,,,,,,,
588,29732,212034297,3005,,SICK ASSIST,D4,273,0,5/24/21 17:49,2021,5,Monday,17,,NORTHAMPTON ST,42.33798932,-71.08003746,"(42.3379893238422, -71.0800374587471)",,,,,,,,,,,,,,,,,,,,,,,,,,
589,29840,212034157,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,5/24/21 11:12,2021,5,Monday,11,,,42.33930997,-71.08032002,"(42.3393099710364, -71.0803200199634)",,,,,,,,,,,,,,,,,,,,,,,,,,
590,29849,212034147,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,5/24/21 8:37,2021,5,Monday,8,,,42.33349998,-71.07351,"(42.3334999801716, -71.0735099961732)",,,,,,,,,,,,,,,,,,,,,,,,,,
591,29868,212034123,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,271,0,5/23/21 21:00,2021,5,Sunday,21,,NORTHAMPTON ST,42.33523403,-71.07670603,"(42.3352340344479, -71.0767060290036)",,,,,,,,,,,,,,,,,,,,,,,,,,
592,29928,212034028,301,,ROBBERY,D4, ,0,5/23/21 18:53,2021,5,Sunday,18,,,42.33598899,-71.07764698,"(42.3359889921815, -71.0776469761395)",,,,,,,,,,,,,,,,,,,,,,,,,,
593,29931,212034023,3007,,SUDDEN DEATH,D4,270,0,5/23/21 0:00,2021,5,Sunday,0,,HARRISON AVE,42.33455374,-71.07560801,"(42.3345537359391, -71.0756080127524)",,,,,,,,,,,,,,,,,,,,,,,,,,
594,30110,212033762,3115,,INVESTIGATE PERSON,D4,597,0,5/22/21 17:57,2021,5,Saturday,17,,TREMONT ST,42.33913315,-71.08075652,"(42.339133153583, -71.0807565231527)",,,,,,,,,,,,,,,,,,,,,,,,,,
595,30119,212033750,613,,LARCENY SHOPLIFTING,D4,270,0,5/22/21 18:07,2021,5,Saturday,18,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)",,,,,,,,,,,,,,,,,,,,,,,,,,
596,30120,212033749,423,,ASSAULT - AGGRAVATED,D4,171,0,5/22/21 17:41,2021,5,Saturday,17,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)",,,,,,,,,,,,,,,,,,,,,,,,,,
597,30168,212033684,617,,LARCENY THEFT FROM BUILDING,D4, ,0,5/22/21 13:16,2021,5,Saturday,13,,,42.34218797,-71.084071,"(42.3421879736807, -71.0840709977025)",,,,,,,,,,,,,,,,,,,,,,,,,,
598,30196,212033644,423,,ASSAULT - AGGRAVATED,,172,0,5/22/21 10:10,2021,5,Saturday,10,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)",,,,,,,,,,,,,,,,,,,,,,,,,,
599,30201,212033637,3410,,TOWED MOTOR VEHICLE,D4,155,0,5/22/21 7:43,2021,5,Saturday,7,,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.3399827319387, -71.0809740006293)",,,,,,,,,,,,,,,,,,,,,,,,,,
600,30237,212033595,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,, ,0,5/21/21 23:54,2021,5,Friday,23,,,42.33645001,-71.07702795,"(42.3364500076483, -71.077027948585)",,,,,,,,,,,,,,,,,,,,,,,,,,
601,30470,212033286,2905,,VAL - VIOLATION OF AUTO LAW,D4,270,0,5/21/21 2:45,2021,5,Friday,2,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)",,,,,,,,,,,,,,,,,,,,,,,,,,
602,30619,212033065,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,156,0,5/20/21 10:39,2021,5,Thursday,10,,W SPRINGFIELD ST,42.33930275,-71.07912378,"(42.3393027488002, -71.0791237835741)",,,,,,,,,,,,,,,,,,,,,,,,,,
603,30687,212032978,3115,,INVESTIGATE PERSON,D4,273,0,5/19/21 21:46,2021,5,Wednesday,21,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)",,,,,,,,,,,,,,,,,,,,,,,,,,
604,30709,212032949,3005,,SICK ASSIST,D4,273,0,5/19/21 18:27,2021,5,Wednesday,18,,NORTHAMPTON ST,42.33619626,-71.07787036,"(42.3361962558709, -71.0778703601795)",,,,,,,,,,,,,,,,,,,,,,,,,,
605,30730,212032921,3207,,PROPERTY - FOUND,D4,273,0,5/19/21 19:19,2021,5,Wednesday,19,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)",,,,,,,,,,,,,,,,,,,,,,,,,,
606,30772,212032871,3805,,M/V ACCIDENT - POLICE VEHICLE,D4,271,0,5/19/21 16:45,2021,5,Wednesday,16,,,42.33490996,-71.07517005,"(42.3349099560838, -71.0751700489333)",,,,,,,,,,,,,,,,,,,,,,,,,,
607,30836,212032800,3005,,SICK ASSIST,D4,179,0,5/19/21 10:38,2021,5,Wednesday,10,,MASSACHUSETTS AVE,42.33331285,-71.07322932,"(42.333312848499, -71.0732293159856)",,,,,,,,,,,,,,,,,,,,,,,,,,
608,30864,212032761,619,,LARCENY ALL OTHERS,D4,273,0,5/19/21 8:56,2021,5,Wednesday,8,,MASSACHUSETTS AVE,42.33825572,-71.07920918,"(42.3382557219581, -71.0792091759945)",,,,,,,,,,,,,,,,,,,,,,,,,,
609,30883,212032739,3005,,SICK ASSIST,D4, ,0,5/19/21 6:35,2021,5,Wednesday,6,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)",,,,,,,,,,,,,,,,,,,,,,,,,,
610,30886,212032736,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,D4,170,0,5/19/21 6:55,2021,5,Wednesday,6,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)",,,,,,,,,,,,,,,,,,,,,,,,,,
611,30908,212032706,724,,AUTO THEFT,D4,594,0,5/19/21 0:09,2021,5,Wednesday,0,,MASSACHUSETTS AVE,42.34186952,-71.0837219,"(42.3418695197559, -71.0837219015865)",,,,,,,,,,,,,,,,,,,,,,,,,,
612,30959,212032639,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,273,0,5/18/21 20:17,2021,5,Tuesday,20,,CAMDEN ST,42.33744114,-71.08057671,"(42.337441144368, -71.0805767102789)",,,,,,,,,,,,,,,,,,,,,,,,,,
613,30993,212032597,617,,LARCENY THEFT FROM BUILDING,D4,271,0,5/18/21 11:45,2021,5,Tuesday,11,,WASHINGTON ST,42.3353741,-71.0783156,"(42.3353740984913, -71.0783156023399)",,,,,,,,,,,,,,,,,,,,,,,,,,
614,31005,212032581,616,,LARCENY THEFT OF BICYCLE,D4,147,0,5/18/21 17:03,2021,5,Tuesday,17,,COLUMBUS AVE,42.34190663,-71.08016868,"(42.3419066263328, -71.0801686809531)",,,,,,,,,,,,,,,,,,,,,,,,,,
615,31090,212032475,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,273,0,5/18/21 9:46,2021,5,Tuesday,9,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)",,,,,,,,,,,,,,,,,,,,,,,,,,
616,31314,212032183,3006,,SICK/INJURED/MEDICAL - PERSON,D4,170,0,5/17/21 10:09,2021,5,Monday,10,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)",,,,,,,,,,,,,,,,,,,,,,,,,,
617,31391,212032070,619,,LARCENY ALL OTHERS,D4,270,0,5/16/21 20:02,2021,5,Sunday,20,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)",,,,,,,,,,,,,,,,,,,,,,,,,,
618,31427,212032024,3005,,SICK ASSIST,D4,145,0,5/16/21 16:46,2021,5,Sunday,16,,MASSACHUSETTS AVE,42.34194788,-71.08362479,"(42.3419478819786, -71.0836247862163)",,,,,,,,,,,,,,,,,,,,,,,,,,
619,31516,212031913,3001,,DEATH INVESTIGATION,D4,170,0,5/16/21 8:06,2021,5,Sunday,8,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)",,,,,,,,,,,,,,,,,,,,,,,,,,
620,31522,212031907,801,,ASSAULT - SIMPLE,D4, ,0,5/16/21 6:44,2021,5,Sunday,6,,ALBANY ST,42.333572,-71.0734305,"(42.3335720000426, -71.0734304995466)",,,,,,,,,,,,,,,,,,,,,,,,,,
621,31659,212031722,3006,,SICK/INJURED/MEDICAL - PERSON,D4,170,0,5/15/21 11:21,2021,5,Saturday,11,,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.335621261539, -71.0758236057027)",,,,,,,,,,,,,,,,,,,,,,,,,,
622,31662,212031719,3410,,TOWED MOTOR VEHICLE,D4,147,0,5/15/21 9:50,2021,5,Saturday,9,,WELLINGTON ST,42.34153412,-71.08174368,"(42.3415341246194, -71.0817436772639)",,,,,,,,,,,,,,,,,,,,,,,,,,
623,31867,212031449,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,172,0,5/14/21 10:27,2021,5,Friday,10,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)",,,,,,,,,,,,,,,,,,,,,,,,,,
624,31878,212031437,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,5/14/21 9:30,2021,5,Friday,9,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)",,,,,,,,,,,,,,,,,,,,,,,,,,
625,32031,212031221,3114,,INVESTIGATE PROPERTY,D4,273,0,5/13/21 12:52,2021,5,Thursday,12,,MASSACHUSETTS AVE,42.3368915,-71.077551,"(42.3368915011277, -71.0775509960834)",,,,,,,,,,,,,,,,,,,,,,,,,,
626,32041,212031209,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,171,0,5/13/21 11:44,2021,5,Thursday,11,,HARRISON AVE,42.33555954,-71.07436364,"(42.3355595408121, -71.0743636377437)",,,,,,,,,,,,,,,,,,,,,,,,,,
627,32169,212031055,3115,,INVESTIGATE PERSON,D4, ,1,5/12/21 18:04,2021,5,Wednesday,18,,,42.33493701,-71.07515701,"(42.3349370067414, -71.0751570050041)",,,,,,,,,,,,,,,,,,,,,,,,,,
628,32252,212030952,3005,,SICK ASSIST,D4,273,0,5/12/21 11:24,2021,5,Wednesday,11,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)",,,,,,,,,,,,,,,,,,,,,,,,,,
629,32316,212030868,3803,,M/V ACCIDENT - PERSONAL INJURY,D4,171,0,5/11/21 23:49,2021,5,Tuesday,23,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)",,,,,,,,,,,,,,,,,,,,,,,,,,
630,32348,212030832,3201,,PROPERTY - LOST/ MISSING,D4,284,0,5/11/21 20:15,2021,5,Tuesday,20,,MASSACHUSETTS AVE,42.34107005,-71.08255287,"(42.341070048036, -71.082552871798)",,,,,,,,,,,,,,,,,,,,,,,,,,
631,32435,212030710,520,,BURGLARY - RESIDENTIAL,D4,170,0,5/11/21 12:16,2021,5,Tuesday,12,,WASHINGTON ST,42.33675015,-71.07662788,"(42.3367501542294, -71.0766278793634)",,,,,,,,,,,,,,,,,,,,,,,,,,
632,32436,212030709,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4,172,0,5/11/21 12:21,2021,5,Tuesday,12,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)",,,,,,,,,,,,,,,,,,,,,,,,,,
633,32462,212030674,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),D4, ,0,5/11/21 9:50,2021,5,Tuesday,9,,PUBLIC ALLEY NO. 716,42.33642693,-71.07622315,"(42.3364269312964, -71.0762231504014)",,,,,,,,,,,,,,,,,,,,,,,,,,
634,32485,212030646,1402,,VANDALISM,D4,273,0,5/11/21 6:21,2021,5,Tuesday,6,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)",,,,,,,,,,,,,,,,,,,,,,,,,,
635,32631,212030444,1832,,SICK ASSIST - DRUG RELATED ILLNESS,D4, ,0,5/10/21 12:16,2021,5,Monday,12,,MASSACHUSETTS AVE,42.33421942,-71.07434616,"(42.3342194178955, -71.0743461570786)",,,,,,,,,,,,,,,,,,,,,,,,,,
636,32662,212030402,3115,,INVESTIGATE PERSON,D4,270,0,5/10/21 9:43,2021,5,Monday,9,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)",,,,,,,,,,,,,,,,,,,,,,,,,,
637,32671,212030389,540,,BURGLARY - COMMERICAL,D4,270,0,5/10/21 8:17,2021,5,Monday,8,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)",,,,,,,,,,,,,,,,,,,,,,,,,,
638,32725,212030310,3006,,SICK/INJURED/MEDICAL - PERSON,D4,273,0,5/9/21 19:59,2021,5,Sunday,19,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)",,,,,,,,,,,,,,,,,,,,,,,,,,
639,32760,212030258,619,,LARCENY ALL OTHERS,D4,170,0,5/9/21 16:10,2021,5,Sunday,16,,W SPRINGFIELD ST,42.33739824,-71.07682106,"(42.3373982425048, -71.076821063853)",,,,,,,,,,,,,,,,,,,,,,,,,,
640,32833,212030164,801,,ASSAULT - SIMPLE,D4,284,0,5/9/21 9:01,2021,5,Sunday,9,,COLUMBUS AVE,42.339675,-71.0829325,"(42.339675000833, -71.0829325018489)",,,,,,,,,,,,,,,,,,,,,,,,,,
641,32851,212030141,3005,,SICK ASSIST,D4,270,0,5/9/21 3:10,2021,5,Sunday,3,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)",,,,,,,,,,,,,,,,,,,,,,,,,,
642,32881,212030095,3115,,INVESTIGATE PERSON,D4,594,0,5/8/21 21:59,2021,5,Saturday,21,,,42.34218797,-71.084071,"(42.3421879736807, -71.0840709977025)",,,,,,,,,,,,,,,,,,,,,,,,,,
643,32999,212029934,3410,,TOWED MOTOR VEHICLE,D4,273,0,5/8/21 10:00,2021,5,Saturday,10,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)",,,,,,,,,,,,,,,,,,,,,,,,,,
644,33018,212029908,3114,,INVESTIGATE PROPERTY,,594,0,5/8/21 5:58,2021,5,Saturday,5,,SAINT BOTOLPH ST,42.3414751,-71.08495034,"(42.3414751010219, -71.084950340075)",,,,,,,,,,,,,,,,,,,,,,,,,,
645,33103,212029787,3001,,DEATH INVESTIGATION,D4,273,0,5/7/21 15:50,2021,5,Friday,15,,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.3366504823943, -71.0784103520186)",,,,,,,,,,,,,,,,,,,,,,,,,,
646,33231,212029586,3410,,TOWED MOTOR VEHICLE,D4,171,0,5/7/21 0:36,2021,5,Friday,0,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)",,,,,,,,,,,,,,,,,,,,,,,,,,
647,33237,212029578,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,1,5/6/21 23:20,2021,5,Thursday,23,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)",,,,,,,,,,,,,,,,,,,,,,,,,,
648,33292,212029505,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,5/6/21 19:09,2021,5,Thursday,19,,TREMONT ST,42.33906064,-71.08069001,"(42.3390606393149, -71.0806900097293)",,,,,,,,,,,,,,,,,,,,,,,,,,
649,33338,212029448,3301,,VERBAL DISPUTE,D4,157,0,5/6/21 15:09,2021,5,Thursday,15,,W CONCORD ST,42.33961962,-71.07699237,"(42.3396196180069, -71.0769923673942)",,,,,,,,,,,,,,,,,,,,,,,,,,
650,33347,212029435,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,156,0,5/6/21 14:31,2021,5,Thursday,14,,TREMONT ST,42.33945339,-71.07992484,"(42.3394533925537, -71.0799248357064)",,,,,,,,,,,,,,,,,,,,,,,,,,
651,33408,212029356,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,D4, ,0,5/6/21 9:50,2021,5,Thursday,9,,CONCORD SQ & COLUMBUS AVE,42.34217096,-71.07983698,"(42.3421709584288, -71.0798369768776)",,,,,,,,,,,,,,,,,,,,,,,,,,
652,33422,212029338,801,,ASSAULT - SIMPLE,D4,172,0,5/6/21 6:15,2021,5,Thursday,6,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)",,,,,,,,,,,,,,,,,,,,,,,,,,
653,33426,212029331,3005,,SICK ASSIST,D4,270,0,5/6/21 4:10,2021,5,Thursday,4,,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.3339512483938, -71.0753893882269)",,,,,,,,,,,,,,,,,,,,,,,,,,
654,33452,212029294,3503,,MISSING PERSON - NOT REPORTED - LOCATED,D4,273,0,5/5/21 23:30,2021,5,Wednesday,23,,MASSACHUSETTS AVE,42.3368915,-71.077551,"(42.3368915011277, -71.0775509960834)",,,,,,,,,,,,,,,,,,,,,,,,,,
655,33495,212029240,2905,,VAL - VIOLATION OF AUTO LAW,D4,271,0,5/5/21 19:35,2021,5,Wednesday,19,,MASSACHUSETTS AVE,42.335482,-71.07586449,"(42.3354820018339, -71.0758644934091)",,,,,,,,,,,,,,,,,,,,,,,,,,
656,33522,212029202,3115,,INVESTIGATE PERSON,D4, ,0,5/5/21 15:50,2021,5,Wednesday,15,,PUBLIC ALLEY NO. 719,42.33622406,-71.07491683,"(42.3362240614392, -71.0749168298451)",,,,,,,,,,,,,,,,,,,,,,,,,,
657,33539,212029182,801,,ASSAULT - SIMPLE,D4, ,0,5/5/21 15:07,2021,5,Wednesday,15,,,42.33358803,-71.07702002,"(42.3335880330401, -71.077020017849)",,,,,,,,,,,,,,,,,,,,,,,,,,
658,33557,212029159,3502,,MISSING PERSON - LOCATED,D4,273,0,5/5/21 14:00,2021,5,Wednesday,14,,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.3375571460118, -71.0783601818338)",,,,,,,,,,,,,,,,,,,,,,,,,,
659,33569,212029143,2612,,FIRE REPORT/ALARM - FALSE,D4,156,0,5/5/21 12:01,2021,5,Wednesday,12,,MASSACHUSETTS AVE,42.33903373,-71.07997272,"(42.3390337336064, -71.0799727249646)",,,,,,,,,,,,,,,,,,,,,,,,,,
660,33580,212029128,3005,,SICK ASSIST,D4,271,0,5/5/21 11:36,2021,5,Wednesday,11,,HARRISON AVE,42.33401829,-71.07638124,"(42.3340182895851, -71.0763812393086)",,,,,,,,,,,,,,,,,,,,,,,,,,
661,33632,212029068,423,,ASSAULT - AGGRAVATED,D4, ,1,5/5/21 5:48,2021,5,Wednesday,5,,HARRISON AVE,42.33511904,-71.0749171,"(42.3351190394661, -71.0749170961373)",,,,,,,,,,,,,,,,,,,,,,,,,,
662,33666,212029021,3001,,DEATH INVESTIGATION,D4,179,0,5/4/21 21:21,2021,5,Tuesday,21,,MASSACHUSETTS AVE,42.33285585,-71.07262418,"(42.3328558502194, -71.0726241783837)",,,,,,,,,,,,,,,,,,,,,,,,,,
663,33707,212028959,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,273,0,5/4/21 17:40,2021,5,Tuesday,17,,WASHINGTON ST,42.33543509,-71.07840204,"(42.3354350942456, -71.0784020363859)",,,,,,,,,,,,,,,,,,,,,,,,,,
664,33716,212028948,3803,,M/V ACCIDENT - PERSONAL INJURY,D4,270,0,5/4/21 15:55,2021,5,Tuesday,15,,NORTHAMPTON ST,42.33313833,-71.07474015,"(42.3331383261259, -71.0747401525679)",,,,,,,,,,,,,,,,,,,,,,,,,,
665,33747,212028914,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,171,0,5/4/21 14:26,2021,5,Tuesday,14,,ALBANY ST,42.33428841,-71.07239518,"(42.3342884065942, -71.072395175438)",,,,,,,,,,,,,,,,,,,,,,,,,,
666,33765,212028890,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,D4,155,0,5/4/21 12:47,2021,5,Tuesday,12,,MASSACHUSETTS AVE,42.33998273,-71.080974,"(42.3399827319387, -71.0809740006293)",,,,,,,,,,,,,,,,,,,,,,,,,,
